order_item_id,order_id,order_date,year,quarter,month,month_name,day_of_week_name,customer_id,first_name,last_name,email,city,country,segment,product_id,product_name,category,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,status,is_valid_sale
30,1005,2023-02-02,2023,1,2,February,Thursday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,1,"Wireless Headphones",Electronics,2,89.99,0.00,179.98,0.00,179.98,completed,1
319,1115,2024-05-15,2024,2,5,May,Wednesday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,1,"Wireless Headphones",Electronics,2,89.99,0.00,179.98,0.00,179.98,completed,1
380,1058,2024-08-03,2024,3,8,August,Saturday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,1,"Wireless Headphones",Electronics,3,89.99,0.00,269.97,0.00,269.97,completed,1
395,1210,2024-08-29,2024,3,8,August,Thursday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,1,"Wireless Headphones",Electronics,3,89.99,10.00,269.97,27.00,242.97,completed,1
425,1024,2024-10-12,2024,4,10,October,Saturday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,1,"Wireless Headphones",Electronics,3,89.99,0.00,269.97,0.00,269.97,completed,1
432,1103,2024-10-22,2024,4,10,October,Tuesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,1,"Wireless Headphones",Electronics,3,89.99,15.00,269.97,40.50,229.47,completed,1
455,1142,2024-12-04,2024,4,12,December,Wednesday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,1,"Wireless Headphones",Electronics,1,89.99,10.00,89.99,9.00,80.99,completed,1
47,1238,2023-03-08,2023,1,3,March,Wednesday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,1,"Wireless Headphones",Electronics,2,89.99,15.00,179.98,27.00,152.98,completed,1
53,1143,2023-03-13,2023,1,3,March,Monday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,1,"Wireless Headphones",Electronics,2,89.99,0.00,179.98,0.00,179.98,completed,1
60,1211,2023-03-30,2023,1,3,March,Thursday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,1,"Wireless Headphones",Electronics,2,89.99,15.00,179.98,27.00,152.98,completed,1
77,1120,2023-04-25,2023,2,4,April,Tuesday,1,James,Smith,james.smith@email.com,"New york",USA,Premium,1,"Wireless Headphones",Electronics,2,89.99,0.00,179.98,0.00,179.98,completed,1
98,1082,2023-05-24,2023,2,5,May,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,1,"Wireless Headphones",Electronics,1,89.99,0.00,89.99,0.00,89.99,completed,1
109,1126,2023-06-08,2023,2,6,June,Thursday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,completed,1
122,1208,2023-06-30,2023,2,6,June,Friday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,10,"Cycling Gloves",Sports,3,22.00,5.00,66.00,3.30,62.70,cancelled,0
124,1091,2023-07-14,2023,3,7,July,Friday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,10,"Cycling Gloves",Sports,2,22.00,5.00,44.00,2.20,41.80,completed,1
135,1124,2023-08-04,2023,3,8,August,Friday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,completed,1
14,1177,2023-01-21,2023,1,1,January,Saturday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,pending,1
143,1030,2023-08-13,2023,3,8,August,Sunday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,completed,1
180,1136,2023-09-25,2023,3,9,September,Monday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,completed,1
184,1036,2023-09-29,2023,3,9,September,Friday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,10,"Cycling Gloves",Sports,2,22.00,5.00,44.00,2.20,41.80,completed,1
197,1133,2023-10-13,2023,4,10,October,Friday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,10,"Cycling Gloves",Sports,3,22.00,5.00,66.00,3.30,62.70,completed,1
234,1215,2023-12-30,2023,4,12,December,Saturday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,completed,1
24,1182,2023-01-30,2023,1,1,January,Monday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,10,"Cycling Gloves",Sports,1,22.00,10.00,22.00,2.20,19.80,completed,1
247,1188,2024-01-24,2024,1,1,January,Wednesday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,10,"Cycling Gloves",Sports,3,22.00,5.00,66.00,3.30,62.70,completed,1
251,1213,2024-01-24,2024,1,1,January,Wednesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,completed,1
252,1014,2024-01-25,2024,1,1,January,Thursday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,completed,1
271,1149,2024-02-20,2024,1,2,February,Tuesday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,pending,1
28,1193,2023-02-01,2023,1,2,February,Wednesday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,10,"Cycling Gloves",Sports,3,22.00,5.00,66.00,3.30,62.70,completed,1
284,1141,2024-03-22,2024,1,3,March,Friday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,10,"Cycling Gloves",Sports,2,22.00,20.00,44.00,8.80,35.20,completed,1
286,1152,2024-03-28,2024,1,3,March,Thursday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,10,"Cycling Gloves",Sports,3,22.00,20.00,66.00,13.20,52.80,completed,1
29,1005,2023-02-02,2023,1,2,February,Thursday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,10,"Cycling Gloves",Sports,1,22.00,0.00,22.00,0.00,22.00,completed,1
295,1187,2024-04-17,2024,2,4,April,Wednesday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,completed,1
305,1079,2024-04-23,2024,2,4,April,Tuesday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,10,"Cycling Gloves",Sports,1,22.00,0.00,22.00,0.00,22.00,completed,1
316,1087,2024-05-07,2024,2,5,May,Tuesday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,completed,1
335,1062,2024-06-24,2024,2,6,June,Monday,21,Elena,Petrova,elena.petrova@email.com,Moscow,RUSSIA,Premium,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,refunded,1
344,1223,2024-06-27,2024,2,6,June,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,completed,1
362,1224,2024-07-17,2024,3,7,July,Wednesday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,10,"Cycling Gloves",Sports,3,22.00,10.00,66.00,6.60,59.40,completed,1
364,1018,2024-07-19,2024,3,7,July,Friday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,completed,1
376,1240,2024-07-30,2024,3,7,July,Tuesday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,completed,1
382,1245,2024-08-05,2024,3,8,August,Monday,10,Oliver,Brown,oliver.brown@email.com,Sydney,AUSTRALIA,Standard,10,"Cycling Gloves",Sports,3,22.00,0.00,66.00,0.00,66.00,refunded,1
408,1007,2024-09-08,2024,3,9,September,Sunday,3,Wei,Zhang,wei.zhang@email.com,Chicago,USA,Basic,10,"Cycling Gloves",Sports,3,22.00,20.00,66.00,13.20,52.80,completed,1
440,1204,2024-11-08,2024,4,11,November,Friday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,completed,1
468,1109,2024-12-21,2024,4,12,December,Saturday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,10,"Cycling Gloves",Sports,1,22.00,0.00,22.00,0.00,22.00,completed,1
50,1096,2023-03-12,2023,1,3,March,Sunday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,10,"Cycling Gloves",Sports,2,22.00,0.00,44.00,0.00,44.00,refunded,1
78,1112,2023-04-29,2023,2,4,April,Saturday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,10,"Cycling Gloves",Sports,1,22.00,20.00,22.00,4.40,17.60,completed,1
10,1235,2023-01-13,2023,1,1,January,Friday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,11,"SQL for Beginners",Books,1,29.99,5.00,29.99,1.50,28.49,pending,1
104,1122,2023-06-01,2023,2,6,June,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,11,"SQL for Beginners",Books,3,29.99,0.00,89.97,0.00,89.97,completed,1
107,1042,2023-06-06,2023,2,6,June,Tuesday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,11,"SQL for Beginners",Books,2,29.99,10.00,59.98,6.00,53.98,completed,1
125,1140,2023-07-14,2023,3,7,July,Friday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,11,"SQL for Beginners",Books,3,29.99,0.00,89.97,0.00,89.97,completed,1
128,1081,2023-07-16,2023,3,7,July,Sunday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,11,"SQL for Beginners",Books,2,29.99,20.00,59.98,12.00,47.98,completed,1
152,1192,2023-08-18,2023,3,8,August,Friday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,11,"SQL for Beginners",Books,1,29.99,0.00,29.99,0.00,29.99,completed,1
154,1031,2023-08-23,2023,3,8,August,Wednesday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,11,"SQL for Beginners",Books,3,29.99,10.00,89.97,9.00,80.97,completed,1
156,1226,2023-08-25,2023,3,8,August,Friday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,11,"SQL for Beginners",Books,1,29.99,5.00,29.99,1.50,28.49,completed,1
157,1097,2023-08-29,2023,3,8,August,Tuesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
174,1067,2023-09-11,2023,3,9,September,Monday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
179,1101,2023-09-25,2023,3,9,September,Monday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,11,"SQL for Beginners",Books,3,29.99,10.00,89.97,9.00,80.97,completed,1
182,1118,2023-09-26,2023,3,9,September,Tuesday,21,Elena,Petrova,elena.petrova@email.com,Moscow,RUSSIA,Premium,11,"SQL for Beginners",Books,1,29.99,15.00,29.99,4.50,25.49,completed,1
186,1102,2023-09-29,2023,3,9,September,Friday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,11,"SQL for Beginners",Books,1,29.99,0.00,29.99,0.00,29.99,completed,1
199,1108,2023-10-19,2023,4,10,October,Thursday,12,Noah,Wilson,noah.wilson@email.com,Seattle,USA,Standard,11,"SQL for Beginners",Books,2,29.99,15.00,59.98,9.00,50.98,completed,1
205,1202,2023-11-05,2023,4,11,November,Sunday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,refunded,1
207,1123,2023-11-12,2023,4,11,November,Sunday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
210,1093,2023-11-18,2023,4,11,November,Saturday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,11,"SQL for Beginners",Books,1,29.99,0.00,29.99,0.00,29.99,completed,1
211,1055,2023-11-28,2023,4,11,November,Tuesday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,11,"SQL for Beginners",Books,3,29.99,0.00,89.97,0.00,89.97,cancelled,0
239,1025,2024-01-15,2024,1,1,January,Monday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,11,"SQL for Beginners",Books,1,29.99,5.00,29.99,1.50,28.49,completed,1
242,1053,2024-01-18,2024,1,1,January,Thursday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,11,"SQL for Beginners",Books,2,29.99,20.00,59.98,12.00,47.98,completed,1
248,1188,2024-01-24,2024,1,1,January,Wednesday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,11,"SQL for Beginners",Books,3,29.99,5.00,89.97,4.50,85.47,completed,1
263,1039,2024-02-13,2024,1,2,February,Tuesday,13,Isabella,Moore,cliente_13@sindatos.com,Berlin,GERMANY,Basic,11,"SQL for Beginners",Books,2,29.99,5.00,59.98,3.00,56.98,completed,1
280,1176,2024-03-06,2024,1,3,March,Wednesday,7,Luca,Rossi,luca.rossi@email.com,Rome,ITALY,Standard,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
287,1152,2024-03-28,2024,1,3,March,Thursday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,11,"SQL for Beginners",Books,1,29.99,20.00,29.99,6.00,23.99,completed,1
307,1076,2024-04-29,2024,2,4,April,Monday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,11,"SQL for Beginners",Books,1,29.99,15.00,29.99,4.50,25.49,completed,1
309,1195,2024-04-29,2024,2,4,April,Monday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
31,1121,2023-02-06,2023,1,2,February,Monday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,11,"SQL for Beginners",Books,1,29.99,0.00,29.99,0.00,29.99,completed,1
315,1087,2024-05-07,2024,2,5,May,Tuesday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,11,"SQL for Beginners",Books,3,29.99,10.00,89.97,9.00,80.97,completed,1
329,1139,2024-06-07,2024,2,6,June,Friday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,11,"SQL for Beginners",Books,1,29.99,10.00,29.99,3.00,26.99,completed,1
354,1180,2024-07-13,2024,3,7,July,Saturday,24,Ahmed,Hassan,ahmed.hassan@email.com,Casablanca,MOROCCO,Standard,11,"SQL for Beginners",Books,1,29.99,5.00,29.99,1.50,28.49,refunded,1
366,1018,2024-07-19,2024,3,7,July,Friday,6,Aisha,Patel,aisha.patel@email.com,Houston,USA,Basic,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
375,1105,2024-07-30,2024,3,7,July,Tuesday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,11,"SQL for Beginners",Books,1,29.99,0.00,29.99,0.00,29.99,completed,1
38,1203,2023-02-12,2023,1,2,February,Sunday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,11,"SQL for Beginners",Books,1,29.99,20.00,29.99,6.00,23.99,completed,1
388,1222,2024-08-18,2024,3,8,August,Sunday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,11,"SQL for Beginners",Books,1,29.99,15.00,29.99,4.50,25.49,completed,1
397,1210,2024-08-29,2024,3,8,August,Thursday,14,Ethan,Taylor,ethan.taylor@email.com,Paris,FRANCE,Premium,11,"SQL for Beginners",Books,1,29.99,10.00,29.99,3.00,26.99,completed,1
399,1165,2024-09-01,2024,3,9,September,Sunday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,11,"SQL for Beginners",Books,2,29.99,15.00,59.98,9.00,50.98,completed,1
406,1242,2024-09-02,2024,3,9,September,Monday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,11,"SQL for Beginners",Books,3,29.99,5.00,89.97,4.50,85.47,refunded,1
410,1151,2024-09-13,2024,3,9,September,Friday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,11,"SQL for Beginners",Books,2,29.99,15.00,59.98,9.00,50.98,completed,1
415,1052,2024-09-15,2024,3,9,September,Sunday,18,Mohammed,Ibrahim,cliente_18@sindatos.com,Cairo,EGYPT,Basic,11,"SQL for Beginners",Books,2,29.99,0.00,59.98,0.00,59.98,completed,1
42,1233,2023-02-16,2023,1,2,February,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,11,"SQL for Beginners",Books,1,29.99,20.00,29.99,6.00,23.99,completed,1
446,1144,2024-11-10,2024,4,11,November,Sunday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,11,"SQL for Beginners",Books,2,29.99,5.00,59.98,3.00,56.98,completed,1
48,1238,2023-03-08,2023,1,3,March,Wednesday,4,Sophie,Martin,sophie.martin@email.com,London,UK,Premium,11,"SQL for Beginners",Books,2,29.99,15.00,59.98,9.00,50.98,completed,1
57,1170,2023-03-21,2023,1,3,March,Tuesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,11,"SQL for Beginners",Books,3,29.99,5.00,89.97,4.50,85.47,completed,1
79,1112,2023-04-29,2023,2,4,April,Saturday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,11,"SQL for Beginners",Books,2,29.99,20.00,59.98,12.00,47.98,completed,1
112,1129,2023-06-13,2023,2,6,June,Tuesday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,12,"Air Purifier","Home & Garden",1,120.00,10.00,120.00,12.00,108.00,completed,1
160,1155,2023-08-29,2023,3,8,August,Tuesday,3,Wei,Zhang,wei.zhang@email.com,Chicago,USA,Basic,12,"Air Purifier","Home & Garden",1,120.00,5.00,120.00,6.00,114.00,completed,1
162,1086,2023-08-31,2023,3,8,August,Thursday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,12,"Air Purifier","Home & Garden",1,120.00,10.00,120.00,12.00,108.00,completed,1
173,1067,2023-09-11,2023,3,9,September,Monday,23,Sara,Lindqvist,cliente_23@sindatos.com,Stockholm,SWEDEN,Basic,12,"Air Purifier","Home & Garden",3,120.00,0.00,360.00,0.00,360.00,completed,1
18,1199,2023-01-27,2023,1,1,January,Friday,19,Zoe,Harris,zoe.harris@email.com,Melbourne,AUSTRALIA,Premium,12,"Air Purifier","Home & Garden",2,120.00,0.00,240.00,0.00,240.00,completed,1
189,1047,2023-10-01,2023,4,10,October,Sunday,16,Lucas,Anderson,lucas.anderson@email.com,"Sao paulo",BRAZIL,Basic,12,"Air Purifier","Home & Garden",2,120.00,0.00,240.00,0.00,240.00,completed,1
196,1074,2023-10-13,2023,4,10,October,Friday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,12,"Air Purifier","Home & Garden",3,120.00,5.00,360.00,18.00,342.00,cancelled,0
198,1133,2023-10-13,2023,4,10,October,Friday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,12,"Air Purifier","Home & Garden",1,120.00,5.00,120.00,6.00,114.00,completed,1
230,1107,2023-12-24,2023,4,12,December,Sunday,5,Carlos,Lopez,carlos.lopez@email.com,Miami,USA,Standard,12,"Air Purifier","Home & Garden",2,120.00,5.00,240.00,12.00,228.00,completed,1
232,1131,2023-12-25,2023,4,12,December,Monday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,12,"Air Purifier","Home & Garden",2,120.00,5.00,240.00,12.00,228.00,completed,1
237,1231,2024-01-05,2024,1,1,January,Friday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,12,"Air Purifier","Home & Garden",3,120.00,5.00,360.00,18.00,342.00,completed,1
269,1080,2024-02-17,2024,1,2,February,Saturday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,12,"Air Purifier","Home & Garden",2,120.00,0.00,240.00,0.00,240.00,completed,1
290,1049,2024-04-09,2024,2,4,April,Tuesday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,12,"Air Purifier","Home & Garden",1,120.00,5.00,120.00,6.00,114.00,completed,1
3,1117,2023-01-04,2023,1,1,January,Wednesday,2,Maria,Garcia,cliente_2@sindatos.com,"Los angeles",USA,Standard,12,"Air Purifier","Home & Garden",3,120.00,0.00,360.00,0.00,360.00,completed,1
324,1050,2024-05-27,2024,2,5,May,Monday,17,Chloe,Thomas,chloe.thomas@email.com,Vancouver,CANADA,Standard,12,"Air Purifier","Home & Garden",1,120.00,20.00,120.00,24.00,96.00,completed,1
327,1166,2024-05-31,2024,2,5,May,Friday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,12,"Air Purifier","Home & Garden",3,120.00,20.00,360.00,72.00,288.00,completed,1
389,1100,2024-08-20,2024,3,8,August,Tuesday,22,David,Kim,david.kim@email.com,Seoul,"SOUTH KOREA",Standard,12,"Air Purifier","Home & Garden",2,120.00,20.00,240.00,48.00,192.00,pending,1
407,1242,2024-09-02,2024,3,9,September,Monday,20,Raj,Kumar,raj.kumar@email.com,Mumbai,INDIA,Standard,12,"Air Purifier","Home & Garden",2,120.00,5.00,240.00,12.00,228.00,refunded,1
412,1027,2024-09-15,2024,3,9,September,Sunday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,12,"Air Purifier","Home & Garden",3,120.00,20.00,360.00,72.00,288.00,completed,1
436,1247,2024-11-07,2024,4,11,November,Thursday,9,Yuki,Tanaka,cliente_9@sindatos.com,Tokyo,JAPAN,Basic,12,"Air Purifier","Home & Garden",1,120.00,0.00,120.00,0.00,120.00,completed,1
56,1104,2023-03-16,2023,1,3,March,Thursday,11,Fatima,Al-hassan,fatima.alhassan@email.com,Dubai,UAE,Premium,12,"Air Purifier","Home & Garden",1,120.00,15.00,120.00,18.00,102.00,completed,1
58,1022,2023-03-23,2023,1,3,March,Thursday,8,Emma,Johnson,emma.johnson@email.com,Toronto,CANADA,Premium,12,"Air Purifier","Home & Garden",1,120.00,0.00,120.00,0.00,120.00,completed,1
90,1184,2023-05-11,2023,2,5,May,Thursday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,12,"Air Purifier","Home & Garden",2,120.00,20.00,240.00,48.00,192.00,refunded,1
99,1082,2023-05-24,2023,2,5,May,Wednesday,15,Amara,Diallo,amara.diallo@email.com,Nairobi,KENYA,Standard,12,"Air Purifier","Home & Garden",2,120.00,0.00,240.00,0.00,240.00,completed,1
114,1198,2023-06-17,2023,2,6,June,Saturday,25,Nina,Schulz,nina.schulz@email.com,Munich,GERMANY,Premium,13,"Fitness Tracker",Electronics,3,99.99,0.00,299.97,0.00,299.97,completed,1
